Case Number,Date,Primary Type,Description,Location Description,Arrest,District,Latitude,Longitude,removal_reason
JF857645,2024-01-28 16:45:19,HOMICIDE,HOMICIDE - DETAIL,STREET,0,4,,,duplicate_case_number
JC583388,2021-07-24 00:00:00,THEFT,THEFT - DETAIL,ALLEY,N,12,,,duplicate_case_number
JE626089,2022-01-04 07:16:22,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,BANK,False,23,41.7060511879449,-87.74667416823269,duplicate_case_number
JH911603,2021-02-28 09:25:51,BURGLARY,BURGLARY - DETAIL,PARK,0,21,41.85804970806129,-87.58204110955516,duplicate_case_number
JF891730,2022-08-03 04:29:54,BURGLARY,BURGLARY - DETAIL,BANK,False,24,42.00242507151971,-87.84519210713532,duplicate_case_number
JD997726,2022-11-21 23:19:36,BATTERY,BATTERY - DETAIL,APARTMENT,0,15,41.65894920623658,-87.7896065404005,duplicate_case_number
JD576496,2023-07-15 08:38:53,BATTERY,BATTERY - DETAIL,  GROCERY/FOOD STORE  ,False,11,41.85115907577722,-87.59196038072037,duplicate_case_number
JF253311,2021-08-13 01:07:59,BURGLARY,BURGLARY - DETAIL,  SIDEWALK  ,,1,41.731554845871216,-87.68630144331286,duplicate_case_number
JC331625,2021-04-20 18:03:28,THEFT,THEFT - DETAIL,GAS STATION,,99,41.923667049182974,-87.54285627061766,duplicate_case_number
JH887931,2022-10-06 00:00:00,BATTERY,BATTERY - DETAIL,BANK,false,17,41.74375498362056,-87.61655952108593,duplicate_case_number
JD179004,2022-11-10 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,PARK,N,11,41.917465918737776,-87.76279882691783,duplicate_case_number
JF782918,2024-09-10 00:00:00,THEFT,THEFT - DETAIL,STREET,N,3,41.83795284704315,-87.91589160516358,duplicate_case_number
JC500016,2022-01-05 09:19:51,THEFT,THEFT - DETAIL,PARKING LOT/GARAGE,False,8A,41.90724024620761,-87.6768525477465,duplicate_case_number
JH601954,2022-05-09 08:11:01,NARCOTICS,NARCOTICS - DETAIL,GAS STATION,False,25,,,duplicate_case_number
JE273962,2023-06-03 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARKING LOT/GARAGE,false,1,41.88541498335907,-87.86664654491369,duplicate_case_number
JD592516,2021-05-17 00:00:00,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",false,3,,,duplicate_case_number
JC843881,2022-06-15 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,RESIDENCE,false,22,41.728278716469774,-87.65587537977026,duplicate_case_number
JC956114,2022-05-11 18:53:45,ASSAULT,ASSAULT - DETAIL,GAS STATION,False,3,41.73059641171863,-87.59532970849973,duplicate_case_number
JH160906,2021-01-11 18:20:02,THEFT,THEFT - DETAIL,  BANK  ,False,11,41.9432611429848,-87.52795289455817,duplicate_case_number
JF733556,2022-08-11 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,  STREET  ,false,24,,,duplicate_case_number
JH962892,2022-11-15 06:18:07,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,  SIDEWALK  ,False,1,,,duplicate_case_number
JE196338,2022-05-24 09:17:26,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,GAS STATION,True,22,41.840565661785526,-87.88799707383663,duplicate_case_number
JF810725,2022-08-02 00:00:00,BATTERY,BATTERY - DETAIL,  SIDEWALK  ,N,17,41.82705124182685,-87.88675710212979,duplicate_case_number
JF527237,2022-04-11 00:00:00,THEFT,THEFT - DETAIL,RESTAURANT,false,2,41.98281375952234,-87.6764982672353,duplicate_case_number
JC494187,2022-01-18 00:00:00,ASSAULT,ASSAULT - DETAIL,ALLEY,Y,21,41.88200547465264,-87.61073266013318,duplicate_case_number
JC551289,2020-01-20 00:00:00,BATTERY,BATTERY - DETAIL,  CTA PLATFORM  ,N,7,41.87936416116635,-87.56577144110746,duplicate_case_number
JG517476,2023-03-23 00:00:00,BATTERY,BATTERY - DETAIL,PARK,N,20,41.759235675959,-87.83600089207395,duplicate_case_number
JF424635,2022-04-03 00:00:00,THEFT,THEFT - DETAIL,  GAS STATION  ,N,1,41.88117730830715,-87.90840035523065,duplicate_case_number
JG159364,2022-01-24 00:00:00,BATTERY,BATTERY - DETAIL,PARKING LOT/GARAGE,N,21,,,duplicate_case_number
JE947055,2022-11-25 12:09:11,THEFT,THEFT - DETAIL,RESTAURANT,False,11A,41.889419475313005,-87.74305396226093,duplicate_case_number
JC400769,2022-03-24 21:47:50,THEFT,THEFT - DETAIL,BANK,0,5,42.01772394052284,-87.82441159887468,duplicate_case_number
JD750348,2020-10-25 00:00:00,THEFT,THEFT - DETAIL,SIDEWALK,Y,16,42.00411360327695,-87.53139735138892,duplicate_case_number
JF554914,2022-08-27 16:39:38,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,STREET,True,11,41.84857628180559,-87.61643469316816,duplicate_case_number
JD858473,2022-02-25 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,APARTMENT,N,19,41.69549587545825,-87.78977704270565,duplicate_case_number
JE338401,2021-10-07 00:06:45,ASSAULT,ASSAULT - DETAIL,APARTMENT,False,15,,,duplicate_case_number
JF356578,2022-04-11 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,CTA PLATFORM,false,4,,,duplicate_case_number
JH540391,2022-03-11 00:00:00,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,N,13,41.93491573803907,-87.5919063568655,duplicate_case_number
JF785520,2022-01-17 07:50:07,BATTERY,BATTERY - DETAIL,  GROCERY/FOOD STORE  ,0,9,41.908837185754166,-87.60115209708067,duplicate_case_number
JH245824,2021-10-25 16:48:38,THEFT,THEFT - DETAIL,SIDEWALK,True,4,41.9513587508765,-87.53116565086255,duplicate_case_number
JD636221,2024-08-19 04:35:09,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,  CTA PLATFORM  ,False,7,,,duplicate_case_number
JH793478,2021-10-07 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,BANK,Y,9,41.87741629854764,-87.67997274879232,duplicate_case_number
JG166994,2022-10-11 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  GAS STATION  ,N,7,41.73069782369405,-87.65758604878177,duplicate_case_number
JC221703,2020-02-13 00:00:00,BATTERY,BATTERY - DETAIL,STREET,N,17,41.924372710481975,-87.65799542816603,duplicate_case_number
JF802258,2022-04-19 00:57:20,NARCOTICS,NARCOTICS - DETAIL,PARKING LOT/GARAGE,,4,41.69527081260944,-87.79558966443837,duplicate_case_number
JG951331,2020-07-14 07:29:15,THEFT,THEFT - DETAIL,PARKING LOT/GARAGE,False,13,41.92657985421678,-87.8207335487391,duplicate_case_number
JE610316,2021-08-12 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,GAS STATION,false,21,41.72704628933752,-87.71548597274814,duplicate_case_number
JD193020,2023-02-06 12:55:44,THEFT,THEFT - DETAIL,  RESTAURANT  ,False,3,,,duplicate_case_number
JF597008,2020-06-10 21:16:02,ASSAULT,ASSAULT - DETAIL,RESTAURANT,False,2,41.86344320547483,-87.78791206848042,duplicate_case_number
JH680796,2022-01-25 02:36:53,THEFT,THEFT - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",0,9,41.839521101809325,-87.76734825320489,duplicate_case_number
JG223694,2023-01-24 00:00:00,THEFT,THEFT - DETAIL,PARKING LOT/GARAGE,N,25,41.75930222349668,-87.74398099282779,duplicate_case_number
JC718335,2024-10-05 19:14:35,ASSAULT,ASSAULT - DETAIL,BANK,False,6,41.92350681984092,-87.77576040638135,duplicate_case_number
JH140481,2022-12-07 22:31:19,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,GAS STATION,,19,41.96059752078751,-87.77794683746143,duplicate_case_number
JG401896,2021-10-20 00:00:00,THEFT,THEFT - DETAIL,SIDEWALK,Y,2,41.645542565548205,-87.80253541963684,duplicate_case_number
JH362753,2022-07-20 03:47:19,OTHER OFFENSE,OTHER OFFENSE - DETAIL,RESTAURANT,,9,41.98044266594355,-87.83546757905545,duplicate_case_number
JF827981,2021-05-25 09:45:25,THEFT,THEFT - DETAIL,RESIDENCE,False,3,41.94555134877275,-87.92691620961143,duplicate_case_number
JF989531,2021-04-27 18:27:17,THEFT,THEFT - DETAIL,SIDEWALK,False,23,41.75373019511836,-87.53930548020791,duplicate_case_number
JF233328,2023-08-20 00:00:00,BATTERY,BATTERY - DETAIL,STREET,N,17,41.8904334930977,-87.55378331692052,duplicate_case_number
JF624405,2024-07-17 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,GAS STATION,N,14,41.73534179505547,-87.6952397425803,duplicate_case_number
JG691021,2023-08-22 12:16:09,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,STREET,1,14,41.72517063677274,-87.54899342905946,duplicate_case_number
JE920375,2021-03-31 08:30:58,THEFT,THEFT - DETAIL,APARTMENT,,2,41.65446598046989,-87.79580747431172,duplicate_case_number
JH541157,2021-10-17 21:19:57,BURGLARY,BURGLARY - DETAIL,PARKING LOT/GARAGE,False,12,41.95873706737249,-87.82420199060994,duplicate_case_number
JH597920,2023-05-18 14:58:56,ROBBERY,ROBBERY - DETAIL,GAS STATION,0,22,41.65306759979328,-87.93754108388963,duplicate_case_number
JG197302,2021-02-17 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,  SIDEWALK  ,N,8,41.97719057091694,-87.61300081111382,duplicate_case_number
JC274467,2022-08-26 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,RESIDENCE,N,2,41.79756343070152,-87.76229167058858,duplicate_case_number
JF499707,2023-03-29 00:00:00,NARCOTICS,NARCOTICS - DETAIL,APARTMENT,N,18,41.96550859065092,-87.88012208864106,duplicate_case_number
JF969885,2022-04-30 09:23:53,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,CTA PLATFORM,1,99,41.82944242641258,-87.79669199360588,duplicate_case_number
JF303663,2022-06-24 00:00:00,ASSAULT,ASSAULT - DETAIL,  RESIDENCE  ,false,22,41.803014653743226,-87.82104046541377,duplicate_case_number
JC699037,2024-08-25 11:27:27,BATTERY,BATTERY - DETAIL,CTA PLATFORM,False,24,41.64565483931157,-87.79713505714479,duplicate_case_number
JF706603,2021-01-12 08:54:55,OTHER OFFENSE,OTHER OFFENSE - DETAIL,CTA PLATFORM,,23,41.937242040394565,-87.57190209245317,duplicate_case_number
JF141814,2020-01-17 09:53:58,THEFT,THEFT - DETAIL,BANK,True,23,41.749686923319416,-87.624175447634,duplicate_case_number
JE894182,2023-12-29 06:34:00,BATTERY,BATTERY - DETAIL,BANK,0,23,41.8540198778177,-87.63377205045376,duplicate_case_number
JG496487,2020-12-29 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  SIDEWALK  ,N,20,,,duplicate_case_number
JH623676,2020-09-19 08:45:34,THEFT,THEFT - DETAIL,APARTMENT,False,21,42.00170017490365,-87.60581525704204,duplicate_case_number
JG372374,2022-01-04 11:29:29,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",,3,42.01397521216687,-87.90059839977256,duplicate_case_number
JE397700,2020-07-11 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,CTA PLATFORM,N,13,41.79142713063946,-87.81035398239077,duplicate_case_number
JH192820,2023-05-06 22:12:23,BURGLARY,BURGLARY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,5,41.65126426113367,-87.6947976249691,duplicate_case_number
JF718902,2022-10-03 14:26:50,NARCOTICS,NARCOTICS - DETAIL,BANK,True,11,41.73701727491316,-87.92932754920747,duplicate_case_number
JH417508,2020-09-30 00:00:00,BATTERY,BATTERY - DETAIL,ALLEY,false,21,41.893998083612615,-87.67657568486413,duplicate_case_number
JC492547,2022-02-07 00:00:00,THEFT,THEFT - DETAIL,ALLEY,N,24,41.85240444602733,-87.86350357520654,duplicate_case_number
JE478722,2022-09-03 16:48:41,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,APARTMENT,,20,,,duplicate_case_number
JC170023,2021-09-17 22:12:11,BURGLARY,BURGLARY - DETAIL,  PARKING LOT/GARAGE  ,0,17,41.9709140647229,-87.68616517837292,duplicate_case_number
JC302273,2023-10-26 11:04:23,THEFT,THEFT - DETAIL,GAS STATION,,22,,,duplicate_case_number
JF583098,2021-10-29 13:22:53,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  RESTAURANT  ,1,12,41.93668934260221,-87.90752293175534,duplicate_case_number
JE493935,2021-05-04 21:35:27,ASSAULT,ASSAULT - DETAIL,GAS STATION,0,3,42.01682238272976,-87.63338059119621,duplicate_case_number
JF563745,2020-03-13 11:20:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,ALLEY,,11,41.79908376687347,-87.63275040105007,duplicate_case_number
JG117242,2024-03-05 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,GAS STATION,N,18,41.84188812160477,-87.8393909068689,duplicate_case_number
JE358281,2020-07-15 06:11:59,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",1,15,41.76975239473953,-87.76689626557365,duplicate_case_number
JF661425,2020-05-06 22:32:42,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",0,2,41.943562047879006,-87.54579486561799,duplicate_case_number
JH203227,2023-11-08 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,PARKING LOT/GARAGE,N,21,41.64478272846471,-87.83088628025953,duplicate_case_number
JE730157,2023-11-02 09:36:51,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,GROCERY/FOOD STORE,True,21,41.96521942214466,-87.74771757049378,duplicate_case_number
JF917327,2023-02-02 17:19:19,THEFT,THEFT - DETAIL,  BANK  ,0,23,41.957823952118666,-87.83154294510081,duplicate_case_number
JD818894,2024-10-16 00:00:00,BURGLARY,BURGLARY - DETAIL,SIDEWALK,N,2,41.76099917014312,-87.91098799700558,duplicate_case_number
JE813213,2022-09-19 00:00:00,ROBBERY,ROBBERY - DETAIL,RESTAURANT,false,7,,,duplicate_case_number
JH687783,2020-03-15 05:22:33,NARCOTICS,NARCOTICS - DETAIL,RESTAURANT,,14,41.67023821507674,-87.76268690071723,duplicate_case_number
JF220501,2022-10-18 12:39:42,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"SCHOOL, PUBLIC, BUILDING",True,99,41.96976860870963,-87.90895704688431,duplicate_case_number
JF590165,2022-03-22 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",true,15,42.003509341558,-87.53799371632348,duplicate_case_number
JD117031,2022-07-14 12:04:54,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,  PARK  ,True,11,41.69619134352475,-87.84127111405662,duplicate_case_number
JG121835,2024-05-12 15:44:07,ROBBERY,ROBBERY - DETAIL,  RESTAURANT  ,1,11,41.703602833074726,-87.84115832247193,duplicate_case_number
JH727924,2021-04-25 00:00:00,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",false,16,41.65799910491729,-87.74135686692712,duplicate_case_number
JH863253,2023-06-13 11:47:08,BATTERY,BATTERY - DETAIL,PARKING LOT/GARAGE,0,15,41.96102464946565,-87.89285743879938,duplicate_case_number
JG988951,2023-09-08 07:50:09,BURGLARY,BURGLARY - DETAIL,APARTMENT,False,12,41.8538704971548,-87.84512597636619,duplicate_case_number
JD816272,2023-04-19 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,CTA PLATFORM,N,7,41.83579216413813,-87.69779795951489,duplicate_case_number
JD954628,2024-12-28 00:00:00,THEFT,THEFT - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",N,12,41.80967789311602,-87.72993427240883,duplicate_case_number
JH548614,2024-10-26 14:58:03,THEFT,THEFT - DETAIL,PARK,,4,41.8503789790262,-87.56801836686412,duplicate_case_number
JF438770,2024-08-06 22:48:02,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,PARKING LOT/GARAGE,,22,41.80808915475154,-87.65893482856785,duplicate_case_number
JE516248,2023-09-27 22:03:23,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,CTA PLATFORM,True,23,41.66775281234119,-87.82153746711951,duplicate_case_number
JE816017,2024-04-30 20:21:37,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,CTA PLATFORM,True,11,41.999627505407,-87.92134137517301,duplicate_case_number
JG593233,2021-08-14 14:55:40,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",,12,,,duplicate_case_number
JF805186,2023-09-10 00:12:47,BURGLARY,BURGLARY - DETAIL,ALLEY,,13,41.78217370580204,-87.79647245896625,duplicate_case_number
JG996915,2021-08-23 07:37:46,BATTERY,BATTERY - DETAIL,BANK,,7,41.74805115463621,-87.71101669269288,duplicate_case_number
JD686317,2022-12-05 12:00:07,BATTERY,BATTERY - DETAIL,BANK,True,9,41.67871092574586,-87.67595928465462,duplicate_case_number
JD949785,2021-08-20 00:00:00,BATTERY,BATTERY - DETAIL,  APARTMENT  ,N,13,41.696768577484505,-87.73435727488476,duplicate_case_number
JD104070,2024-05-04 00:00:00,ASSAULT,ASSAULT - DETAIL,APARTMENT,N,5,41.81304581767641,-87.85398934138358,duplicate_case_number
JF391945,2022-09-24 00:39:33,BURGLARY,BURGLARY - DETAIL,PARKING LOT/GARAGE,False,13,41.80142980840065,-87.89518211445439,duplicate_case_number
JG728672,2020-10-21 13:45:06,BATTERY,BATTERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,23,41.66040959239144,-87.630666580467,duplicate_case_number
JE871140,2024-08-11 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  APARTMENT  ,N,22,41.91530222659879,-87.65101415103824,duplicate_case_number
JC441263,2023-02-18 01:11:13,THEFT,THEFT - DETAIL,GAS STATION,False,13,41.817272093383394,-87.8014447934118,duplicate_case_number
JD729357,2023-01-30 14:44:29,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,RESTAURANT,False,3,,,duplicate_case_number
JG740405,2021-03-29 22:36:04,BURGLARY,BURGLARY - DETAIL,PARK,False,23,41.66466521379442,-87.59167615629094,duplicate_case_number
JG754364,2021-10-16 06:13:01,BURGLARY,BURGLARY - DETAIL,STREET,,6,41.76749936866776,-87.84763249675923,duplicate_case_number
JC161352,2022-09-04 00:00:00,BATTERY,BATTERY - DETAIL,  GAS STATION  ,Y,1,41.69758248607698,-87.83843130046498,duplicate_case_number
JH206705,2021-06-19 00:00:00,ASSAULT,ASSAULT - DETAIL,CTA PLATFORM,false,16,41.67909156753142,-87.78486199525919,duplicate_case_number
JD851113,2020-08-19 00:00:00,THEFT,THEFT - DETAIL,GAS STATION,N,17,41.762730398290245,-87.91777499914248,duplicate_case_number
JF659917,2021-03-27 18:28:35,BURGLARY,BURGLARY - DETAIL,GROCERY/FOOD STORE,,16,,,duplicate_case_number
JH992407,2021-09-21 00:00:00,NARCOTICS,NARCOTICS - DETAIL,  STREET  ,false,21,41.98597033620664,-87.72948503806246,duplicate_case_number
JG603090,2023-04-07 04:33:02,NARCOTICS,NARCOTICS - DETAIL,CTA PLATFORM,,5,41.89197890107252,-87.92820922188554,duplicate_case_number
JG687957,2023-01-29 18:04:01,THEFT,THEFT - DETAIL,ALLEY,False,8,41.8061572509249,-87.77801096774715,duplicate_case_number
JD535243,2023-06-24 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARK,N,21,41.66237969308259,-87.60728987760525,duplicate_case_number
JH586144,2024-09-27 18:27:23,THEFT,THEFT - DETAIL,GROCERY/FOOD STORE,0,23,,,duplicate_case_number
JG953908,2021-10-25 02:48:03,ASSAULT,ASSAULT - DETAIL,GROCERY/FOOD STORE,False,14,,,duplicate_case_number
JD517305,2020-03-20 00:00:00,BURGLARY,BURGLARY - DETAIL,GROCERY/FOOD STORE,false,1,41.96919289172829,-87.72047947035001,duplicate_case_number
JD634819,2024-01-19 00:00:00,ASSAULT,ASSAULT - DETAIL,  BANK  ,N,25,41.9996818803297,-87.56084413622513,duplicate_case_number
JF202075,2020-03-04 09:22:26,ASSAULT,ASSAULT - DETAIL,  GAS STATION  ,False,7,41.91672862109476,-87.75856552205313,duplicate_case_number
JF910237,2021-08-17 14:41:55,THEFT,THEFT - DETAIL,APARTMENT,,21,,,duplicate_case_number
JG149372,2024-08-16 00:00:00,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,CTA PLATFORM,N,8,41.71288565978753,-87.85830506175138,duplicate_case_number
JE257854,2020-10-21 15:37:13,THEFT,THEFT - DETAIL,PARK,False,16,42.00596926233199,-87.57131298715338,duplicate_case_number
JE205549,2024-08-18 00:00:00,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,GROCERY/FOOD STORE,N,13,41.66369449846726,-87.87078481670905,duplicate_case_number
JE236332,2022-07-09 00:00:00,ASSAULT,ASSAULT - DETAIL,CTA PLATFORM,N,13,,,duplicate_case_number
JG694945,2020-04-06 00:00:00,BURGLARY,BURGLARY - DETAIL,SIDEWALK,N,10,41.67751492397925,-87.5495576183027,duplicate_case_number
JE372226,2022-09-01 00:00:00,THEFT,THEFT - DETAIL,PARKING LOT/GARAGE,N,13,,,duplicate_case_number
JD212048,2024-07-04 15:49:21,BATTERY,BATTERY - DETAIL,ALLEY,False,1,41.77620668435354,-87.88882497472225,duplicate_case_number
JC288667,2024-11-21 00:19:31,ROBBERY,ROBBERY - DETAIL,CTA PLATFORM,False,6,,,duplicate_case_number
JF129054,2021-09-29 12:16:21,ROBBERY,ROBBERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",,7,41.92319531221166,-87.77327274132189,duplicate_case_number
JH450483,2023-11-08 18:33:47,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,GAS STATION,False,21,,,duplicate_case_number
JH417408,2020-02-29 05:40:36,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,  ALLEY  ,,21,41.64714851444681,-87.56070052025491,duplicate_case_number
JD703041,2022-01-30 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  GROCERY/FOOD STORE  ,N,2A,,,duplicate_case_number
JH644097,2022-06-17 00:00:00,BATTERY,BATTERY - DETAIL,  CTA PLATFORM  ,N,17,41.968413078752654,-87.68028862519652,duplicate_case_number
JC872714,2021-09-29 09:15:27,THEFT,THEFT - DETAIL,STREET,False,12,41.78570813862777,-87.89098685554325,duplicate_case_number
JH889245,2020-05-19 11:29:59,BATTERY,BATTERY - DETAIL,  RESTAURANT  ,,7,,,duplicate_case_number
JF601095,2020-10-10 08:31:18,BURGLARY,BURGLARY - DETAIL,  RESIDENCE  ,True,14,41.892643417781386,-87.84143075592392,duplicate_case_number
JE845269,2024-04-18 05:35:18,THEFT,THEFT - DETAIL,GAS STATION,0,16,41.74337549406364,-87.76615953603131,duplicate_case_number
JG271530,2022-12-16 00:00:00,HOMICIDE,HOMICIDE - DETAIL,"SCHOOL, PUBLIC, BUILDING",Y,13,41.9904561308423,-87.59876439508317,duplicate_case_number
JG313741,2023-12-18 16:37:32,BURGLARY,BURGLARY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,21,41.91334679979386,-87.75931964571033,duplicate_case_number
JE842636,2022-11-09 00:00:00,BURGLARY,BURGLARY - DETAIL,PARK,false,23,41.734982620716686,-87.69068630164584,duplicate_case_number
JF585147,2023-08-26 20:36:11,BURGLARY,BURGLARY - DETAIL,APARTMENT,,6,41.798211724609125,-87.79250201641271,duplicate_case_number
JF543653,2020-11-17 07:06:04,BURGLARY,BURGLARY - DETAIL,  PARKING LOT/GARAGE  ,False,17,41.73976620753092,-87.59180424673463,duplicate_case_number
JH947975,2020-09-07 06:46:23,ASSAULT,ASSAULT - DETAIL,  RESTAURANT  ,,13,41.86793774378199,-87.54594657092123,duplicate_case_number
JF198867,2021-11-16 23:16:10,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,RESIDENCE,False,22,41.714864743402586,-87.84966837112604,duplicate_case_number
JC526090,2021-11-30 00:00:00,BURGLARY,BURGLARY - DETAIL,GROCERY/FOOD STORE,false,,,,duplicate_case_number
JE879930,2020-12-12 10:09:52,THEFT,THEFT - DETAIL,  BANK  ,0,17,,,duplicate_case_number
JG396926,2023-11-17 00:00:00,BATTERY,BATTERY - DETAIL,PARK,true,18,41.877893563406985,-87.84965419120189,duplicate_case_number
JH242291,2024-12-23 06:05:08,THEFT,THEFT - DETAIL,STREET,,9,41.78952977321723,-87.62748701087114,duplicate_case_number
JD987132,2024-01-28 07:08:49,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,SIDEWALK,0,25,41.69744219298947,-87.63156643482155,duplicate_case_number
JG827795,2022-10-01 09:13:35,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",,19,41.81389917822863,-87.53639403977074,duplicate_case_number
JH294776,2020-09-26 11:25:10,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,SIDEWALK,True,15,41.88317639225416,-87.57671917439299,duplicate_case_number
